text,s_palak_label,s_ben_label,p_palak_label,p_ben_label
Seriously though what in the actual fuck!!!! Do we not have anyone in the United States with any kind of power or balls(courage)?????? This is an absolute shit show!!! It’s a disgusting disgrace and an utter embarrassment!!!!! I can’t believe my entire lineage fought for this piece of shit we call ”America”!!!! My family believed in the constitution believed in the people who were put in office to defend our rights and freedoms! Fuck all that now!!! Every man for themselves!!!! Fuck it all!!!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Trash,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Nice view.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Thank you for your service, Patriots! God bless your journey. God bless the USA!God bless President Trump.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you Vernon!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
THANK YOU GEORGIA 🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Got that right,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Of course it does! The Globalists’ plan is coming together perfectly.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
BREAKING:THE SIGNED AFFIDAVIT FROM THE GENTLEMAN THAT WAS RESPONSIBLE FOR SWITCHING VOTES FROM DONALD TRUMP TO JOE BIDEN...THIS IS THE MISSING PIECE OF EVIDENCE THAT SIDNEY POWELL & LIN WOOD WERE LOOKING FOR......,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
They don’t even care if they hide it anymore,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
It is a shame it went down like this!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
The Madison building on Capitol Hill is being evacuated. Cowards!!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Respect and Admiration ❤️🇺🇸💯👍,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Well said brother,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Yes!! Those of us that can’t be there are loving your pictures. Thanks and be safe.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Very sad to see that much destruction and waste of the animals It wasn’t hunting it was killing,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Yes sir my president,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
NOT OK!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
BULLSHIT! 🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Someone needs to shove a boot up her ASS. Dems are called dimwits for a reason. Not the brightest stars in the sky.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is Antifa right? Not what we talked here on parler and now many of you run like cowards,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Mike Pence will be America’s greatest hero or greatest villain after today.,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Just heard that Trump got locked out of Twitter for 12 hours. WHAT UTTER GARBAGE.🦤🚮#StopTheSteal #Twexit,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I’m very amused and impressed by his ability to rile up a crowd... #respect,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"If you don't think this can happen here, you aren't paying attention.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"A beautiful sight in Washington DC!Keep the faith, keep your head up. Stand strong. Remember what POTUS said in his Georgia rally with the other night, “Watch what happens in the next couple of weeks, watch what comes out, watch what’s going to be revealed”. We will win!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"It is their fault, and this will only get worse.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Rudy is awesome! We win!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We are tired.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Lindsey you're a public international embarrassment. Bitch,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
they couldn't fit all the fuckers in one pic so here's a start.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Did Trump just say he’s not hearing good things about Pence!? 🧐,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Traitor!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"I admire you Greg Jarret! I trust you because you have shown, proved yourself to be honest & truthful! You are a light cutting through the darkness! Thank you!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Manly peaceful,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is disgusting that a PASTOR could fall into the system like this!!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
I'd have called him worse than that!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
A lot!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
what attack? I feel like this joint session is a waste of time. they don't believe there was fraud ..which I just don't understand,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Disgraceful weak and worthless she didn’t have it I could tell the way she was talking when she get on the mic she didn’t have it,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
LOVE THIS ONE,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Proud of our Patriots! You guys Rock! Be safe! Love it!!!!❤❤❤❤🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Hoping that Vice President Mike Pence uses his CONSTITUTIONAL POWERS to sort out this mess.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good meme,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Private companies are not exempt from the law or the constitution inside their stores. They do not have a right saying anything about a mask to you. If they want their private property without people that don't wear masks then they should not open business to public no one going in at all. Those that say ""private companies have a right"" or attack me with no ""real"" facts to back up with are too weak anyway and I will be blocking you.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Hi! Love to see you here on Perler. ❤❤❤,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"I'm wondering who breached the capitol...No matter...the truth will be hard to find...If they try to plant biden in office ..we are finished. It will have to be a fight.All of this is horribly wrong, it has to end. It IS fraudIt IS corruptionIt IS an insurrection",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thanks I’m ready,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Beautiful .. God is good,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Let this serve as notice to Justice Roberts. Doing nothing is just as bad as doing something. You CANNOT NEGOTIATE OR APPEASE TERRORISTS.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Yeah, dumb idiot is showing his true colors. He just don't realise he doesn't have the right color 🤡🤣",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That was very informative,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Nancy pelosi office with email left on screen. Your house of cards will crumble.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
COWARD...!!!TRAITOR...!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is very encouraging.. finally some politicians with backbone!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Agree!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Words fail me,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Why in the hell did they once again use Dominion machines that they already proved could be easily hacked, could swap votes and could go online? Why are they letting these cheating cities count their votes last and then suddenly stop counting giving them time to see how many votes they need to manufacture in order to take the lead. Why the hell are “We the People” allowing this corrupt bullshit to go on from these America hating commies?",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Scamdemic,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Agree,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I hope you're right!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Patriots knew The Playbook but did nothing about it or at least it seems that they did nothing about it,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Wow!!Thank you neon revolt and Lin,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"She is so right, god bless her and keep her safe🇬🇧💙",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"BREAKING NEWS L. Lin Wood interview recorded January 4th and released today. A must see. I can't imagine how bad it truly is. Turning a blind eye simply will not do.Follow <a href=""/profile/ParkKeeperCanada/posts"" class=""at""><a href=""/profile/ParkKeeperCanada/posts"" class=""at"">@ParkKeeperCanada</a></a> #pedophilia #corruption #deepstatecorruption #donaldtrump #realdonaldtrump #pizzagate #linwood #isaackappy #endchildrapetrafficking #china #throwthemallout #2021 #propaganda #agenda21 #crimesagainsthumanity #hilaryclinton #crookedhillary #sleepyjoe #hunterbidenlaptop #podestaemails #podestalaptop #pedophileblackmail #childsextrafficking #savethechildren #truthseekers #deadmanswitch #jeffreyepstein #ghislanemaxwell #epsteinsisland #epsteinsuicide #tomhanks #presidentdonaldtrump #murder #crimesagainstchildren #childabduction #cia #fbi #mi6 #knowledgeispower #isaackappydidntcommitsuicide #politicalscams #epsteinfiles #billclintonisapedo #oprahwinfrey #princeandrewisapedo #justintrudeauisapedo #skullandbonescult #cheifjusticejohnroberts #nancypelosiisadisgrace #shareme",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
U are a disgrace Pence!! Your one chance to stand up for the people and you spit in our faces!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Agree!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Poor Mittens His Flight Was Torture To Be Sure😱,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank you!! Keep up the fight!!! Millions of us are with you,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
God be with all of you. We're with you. You all are awesome.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
That piece of shit coward,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That was such a brilliant speech by Trump today. The man's intellect always amazes me.,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Everybody take an deep breath.Everything will work out.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Welcome Patriot,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Man of the Hour. Tower of Power.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
ABSOLUTELY!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"#mittromney what an absolute piece of shit COWARD. Can't even make eye contact. He's exactly where he should be...alone in an airport playing with himself. So glad he lost...TO OBAMA 🤣😅😆 So jealous of PRESIDENT Trump, he is. PRESIDENT TRUMP is more of a man than he is in every metric. Oh #mittromney you are such a loser",OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
A sorry situation!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank you~,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Both Lin Wood's Twitter accounts now permanently suspendedProfile / Twitter,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
PRICELESS.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Yes they absolutely are,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"This is so terrible. Something has got to happen to save america. This is way too suspicious to be accurate. The liberals aren’t that smart to organize without evil outside help. God, please help us!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Yes!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Let's see if any of these RINO Senators change their tune about supporting decertification now that they are looking at loss of all their power unless Trump wins.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"a href=""/profile/Benilace/posts"" class=""at"">@Benilace</a> Y'all are the ASSHOLES for posting shit without explanation and without links to reputable sources in the media. We do have a few reputable media sources in the USA and in the world. Why are they not reporting on this? Why is this not on NTD News? The Epoch Times? OANN? Newsmax? There are quite a few anti communism news sources that would love to being this info to light but it is nowhere that I can find from reputable news sources. Don't get Trump supporter's hopes up again only to crush them again.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Amazing. A sea of supporters.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Cheating exposed! Guess it doesn’t matter??? Our government is broken, our election system is rigged! We are fucked!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
GOD WINS!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I hope so,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
No sound!!! Sabotage???,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That’s funny!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Agree!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
100%!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you for clarify this Mark. Very clear Makes me livid to see what is going on.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Antifa scum trying to make Trump supporters look bad so the press can blow it up into hysterical rants. 😡,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
What an honor tonight was! We are in the fight!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Our finest citizens, right there",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Great idea...make it so.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Love the Proud Boys! Thank you!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"To those who will be there, I thank you from the bottom of my heart! 😍❤🇺🇸❤🇺🇸❤🇺🇸❤🇺🇸❤🇺🇸❤🇺🇸❤🇺🇸❤",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
THIS IS TRUE. 💥 ECHO💥,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Oh ok!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
A Patriot Brother!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Echo this please!I will always stand with President Trump!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
We shall see,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Lead in all of them,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Good point,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Disgusting.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Totally staged.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"📣Report: President Trump Told Pence's Chief of Staff He Was ""Not Welcome"" at the White House Today.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is GREAT,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Wait... she was tryna climb in the window and got popped??? 😩😂😩😂😩😂🤷🏾‍♂️ Odd this liberal has this footage from this angle? He was paid to post it to make her look bad. The 1st witness next to her was ANTIFA.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
THANK YOU PRESIDENT TRUMP,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
You are ABSOLUTELY correct! We are being refined by fire!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The cowardly authoritarians at Twitter booted president Trump from Twitter for 12 hours. What a bunch of cowards.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Pretty much!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The US Postal Service has decided to make itself worthless and irrelevant. I suggest we treat them that way and Not use them anymore. A package of an Item ordered which shipped from New Jersey on Dec 28th still has not arrived in Manassas Va DEC 5. I Literally could have walked the package here by now. Don't tell me this is some kind of In House Glitch. This is some kind of JOb Action by the Postal Dept Management. Probably order by that twat Waffle Biden. So Fuck Him and Then. From Now on I will use every other service in the USA. and I have to ask the relevant question How Many Ballots for Trump are still there? Waiting for some flunky to take them out to the trash in the Middle of the night.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
So correct!!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Patriots catch Mitt Romney on their way to DC and … UNLEASH ON HIM!BEST VIDEO OF THE DAY...,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
TELLS THE TALE,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Hey Biden and friends, You built it!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I agree.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Proud Boys stay tough and safe!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Agree with you,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Outstanding!!!!🇺🇸💪🏼🤬,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Please Echo & Follow. THIS IS HUGE,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The media commentary surrounding the unfolding events at the capital is HILARIOUS.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Another disappointment.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"To Senator Cruz, thank you for staying strong! You of all people know the US constitution and have tried to do the right thing. Greatness takes doing what is right even if it is not popular.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Unfortunately people that don’t know what’s really going on won’t get the message of how corrupt they are,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Always hopeful.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Corruption covered up for generations does not heal itself.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Wow! He means business,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
The run-off is rigged too. I have video of Perdue's vote count going down by 30 thousand votes in two seconds.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Very important,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Now the real fun begins,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"I am done with all this lame talk, its time we take our country back from the swamp. They have abused it for far too long.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
100% agree,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
NICE ONE & true!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
So true... wake up America 🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Just outrageously stupid,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
CAPITOL BUILDING EXTERIOR IS EFFECTIVELY SEIGED.#stopthesteal #capitolhill #january6th,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
