,text,e_palak_label,e_ben_label
1004,They don’t look like your typical Trump supporters,SURPRISE,SURPRISE
1005,I needed that! Thank you,HAPPY,HAPPY
1006,ALERT PATRIOTS IN WASHINGTON D.C.!!!!!!!...MAINTAIN CONSTANT SITUATIONAL AWARENESS!!...Knives BEING placed strategically in DC. Watch out and collect them. Warn the others. Antifa being bussed in dressed as Trump supporters. STAY AWARE AT ALL TIMES,SURPRISE,FEAR
1007,Corrupt commie cunts,DISGUST,DISGUST
1008,"Bottom line and nobody talks about this Sean. Its not that they hoped Congress would overturn election its people that have been silent way too long. Afraid about 2nd ammendment, tired of fake news, tired of being lied too. DC thought a Republican rally would be as always peacefuland then go home. Govt. and States are going Dem way in fear of retaliation. Well guess what?? Now its both sides now!!!!",FEAR,FEAR
1009,When u make ur middle me's favorite food and and he gets all happy n gives you a big hug 😀❤,HAPPY,HAPPY
1010,Should be a good day in DC,HAPPY,HAPPY
1011,We must fight!,ANGRY,ANGRY
1012,Sometimes it feels like we are lone foghters out there for justice and freedom. This just bring tears to my eyes. We are not alone. #maga #trump2020 #freedom #trumpismypresident #fightback #dontgiveup #partiotsunite,SAD,SAD
1013,I’ve never in my life worried about living in this country but I’m scared to death now mainly because I have no way out. I have no intentions of living in a socialist country,FEAR,FEAR
1014,Here yago ... the ones who stormed the capitol.. r BLM.. proven with pics here via prime time patriots... short vid with pic proof...here ya go .,ANGRY,ANGRY
1015,Antifa agitators,ANGRY,ANGRY
1016,Cheers!!!,HAPPY,HAPPY
1017,This picture of the Trump supporters in Washington is AMAZING!,SURPRISE,SURPRISE
1018,Storm the People’s House. It’s our House and we demand our say!!,ANGRY,ANGRY
1019,"“Weeno” Fox News reporter escorted by police, fearing chants of “Fox News Sucks” by Patriots 😂🤣🤪",FEAR,FEAR
1020,We are not ANTIFA or BLM. Those animals destroyed and killed. We lead by example even when it gets hard. My heart breaks that this is happening.,SAD,SAD
1021,Same old crap!!,DISGUST,DISGUST
1022,This article is mind blowing,SURPRISE,SURPRISE
1023,WHAT A SCUMBAG,DISGUST,DISGUST
1024,PUSH YOUR WAY IN! Start fighting! Call the cops and make them escort you! Grab a bunch of patriots and force your way in!,ANGRY,ANGRY
1025,Love it.,HAPPY,HAPPY
1026,Your exactly right. I choose fight!!!,ANGRY,ANGRY
1027,This is antifa!!! If this isn’t staged I don’t know what is!,ANGRY,ANGRY
1028,"Mydog, in front of snow.He looks like he is on of the clouds #shibainu #shiba",HAPPY,HAPPY
1029,"The fact that Congress and the Media are ACTUALLY AFRAID of these protests tells you everything you need to know about the ""Peaceful Protests"" we experienced last year.This is the first REAL protest in a decade, the rest were just theater.They are terrified of the power of the people.",FEAR,FEAR
1030,The fight betweengood and evil begins in full outward mode.,ANGRY,ANGRY
1031,Echo the shit out of this,DISGUST,DISGUST
1032,"When “Mask Karens” attack...If you are this afraid to be around your fellow Americans, it's probably best that you just stay home.#MindYourBusiness #covid19 #masks #maskhole",FEAR,FEAR
1033,Cause its fear of punishment that keeps idiots in their boxes.,FEAR,FEAR
1034,And I betcha he has all the proof *rubs hands in anticipation for tomorrow *,HAPPY,HAPPY
1035,This is some of the antifa stuff. Sure it’s a mixed bag in that chaos.,ANGRY,ANGRY
1036,Wow wow wow wow,SURPRISE,SURPRISE
1037,Let the war begin,ANGRY,ANGRY
1038,this is great,HAPPY,HAPPY
1039,BREAKING: Patriots Are INSIDE NANCY PELOSI’S OFFICE — Emails Open on Screen,SURPRISE,SURPRISE
1040,YES 🔥🔥🔥👇,HAPPY,HAPPY
1041,"Figures, democrats want to change rules for guns, is it because they are afraid that they will be targeted?? No remember it was a democrat who shot republicans at the softball practice, only right to protect yourself",FEAR,FEAR
1042,Amen to that!,HAPPY,HAPPY
1043,“Ones that are affraid of death are those affraid of the future that they see themselves in” - Dr.JLM PhD,FEAR,FEAR
1044,Lmao ugly Mike with the bulge,DISGUST,DISGUST
1045,This is war,ANGRY,ANGRY
1046,"Rigged! Corrupt Gabe Sterling Says Georgia Election Will Allow Extra Three Hours to Process Mail-in Ballots Until... 3 AM - Final Results May Take ""a Couple of Days""",DISGUST,DISGUST
1047,Communist democrat swine,DISGUST,DISGUST
1048,Warms the heart!,HAPPY,HAPPY
1049,Fight,ANGRY,ANGRY
1050,"They should be afraid very very afraid we are done with their lying, stealing, cheating, election fraud, selling us out to foreign entities we have had more than enough. I’d suggest our cartel Congress both sides of the isle to be very very nervous we the people may decide to have our own tribunals ..... #HangThemALL",FEAR,FEAR
1051,"Something is wrong with that pic, looks a little bit staged.",DISGUST,SURPRISE
1052,Revelation of the method. Mentioned it in previous post,SURPRISE,SURPRISE
1053,We the people ! LOUD AND PROUD ! #marchfortrum,HAPPY,SAD
1054,I love it!!,HAPPY,HAPPY
1055,Disgraceful,DISGUST,DISGUST
1056,Fox News is a POS,DISGUST,DISGUST
1057,News Break!,SURPRISE,SURPRISE
1058,Fight like nobody’s business,ANGRY,ANGRY
1059,Echo this shit,DISGUST,DISGUST
1060,Oklahoma’s James Lankford caved to fear & took his objection back. Weak! I swear if he believed it was fraud when he walked in there it should have stayed fraud no matter the protest! These weak minded people should have never gotten into office! Where’s are backbone? Not violence! Backbone! Let 80 million down over a fraction!,FEAR,FEAR
1061,"Wonderful news for residents of Georgia.A military officer as US Attorney for Northern Georgia --- no wonder there's panic in DC.Politicians in DC should be shitting bricks --- this guy won't take their bullshit anymore ......Then again, after tomorrow, there will probably be quite a few empty seats in Congress.The new freshman class in Congress just may be more law-abiding than the current fossils.",FEAR,FEAR
1062,"Do not get in fear. Pray and stand in intercession on God’s promises for this nation. If the news or updates is causing fear, turn it off and PRAY. #faithoverfear #washingtondc #capital #standfirminfaith",FEAR,FEAR
1063,Despicable and gross display of Power.... he needs to be arrested immediately!!!,DISGUST,DISGUST
1064,"From Newsmax - Ga. Shocker: Democrats Warnock, Ossoff Win Senate Runoffs  The trap was set yesterday. They went ahead with the Dominion fraud machines. Trap was sprung. The payback will be awesome!",SURPRISE,SURPRISE
1065,Fuck the U S senate you all are a bunch of bought and paid for fuck heads!!!!! We are not violent but getting my tax money is gonna be a lot harder for you. You send my tax money over seas and give your sorry added raises and us 600 bucks? Fuck off,DISGUST,DISGUST
1066,My prayers go to that poor woman shot in the chest who is in the hospital in critical conditionAnyone reading this who might be a witness or heard from a witness what had happened please sharePray For our Patriot Brothers and Sisters........victims who were injured today,SAD,SAD
1067,This is sickening,DISGUST,DISGUST
1068,Fuck Doros and the DemonRats. This is war!,ANGRY,ANGRY
1069,Rest in Peace,SAD,SAD
1070,Don't trust the cops.,FEAR,FEAR
1071,73 and i am in. My local hunters have said my farm is the best place to fortress. We are ready and we are pissed,ANGRY,ANGRY
1072,It's good to be the king.,HAPPY,HAPPY
1073,"I am totally disgusted by this! Echo if you are too and follow <a href=""/profile/DonaldTrumpfor2020/posts"" class=""at""><a href=""/profile/DonaldTrumpfor2020/posts"" class=""at"">@DonaldTrumpfor2020</a></a",DISGUST,DISGUST
1074,Beware !!!!! there is thugs that is planted among you... be ready,FEAR,FEAR
1075,"If Trump doesn't stay in office, we become venezuela. Very sad.",SAD,SAD
1076,BREAKING NEWS: Protestors are OUTSIDE THE SENATE DOORS INSIDE THE BUILDING,SURPRISE,SURPRISE
1077,RIP Ashli Babbitt.,SAD,SAD
1078,Very proud of all the people that today show up and fight for America,HAPPY,HAPPY
1079,Love it!,HAPPY,HAPPY
1080,This is a disgusting traitor and terrorist to our country and needs to remove.,DISGUST,DISGUST
1081,Pence is a fucking coward.,SAD,FEAR
1082,Its antifa,ANGRY,ANGRY
1083,"Parler, the greatest app yet?",SURPRISE,SURPRISE
1084,Soon as the Italy story broke they blacked out trump wood Giuliani Powell they scared trump call Marshall law arrest them now enough is enough or we the people will arrest them ourselfs,FEAR,FEAR
1085,This looks totally fake and weird,DISGUST,DISGUST
1086,Maga man at the capitol,ANGRY,ANGRY
1087,WowA first,SURPRISE,SURPRISE
1088,I like it.,HAPPY,HAPPY
1089,Under siege,FEAR,FEAR
1090,Now this makes me glad to be in PA,HAPPY,HAPPY
1091,The fight begins it is go time.,ANGRY,ANGRY
1092,Stop worrying God's here,FEAR,FEAR
1093,"If the left was not worried about the outcome of the electoral vote count then the mayor of DC would not be pulling out all of the stops to block the patriot protests on January 6th. They are worried, they are very worried.",FEAR,DISGUST
1094,Patriots are taking it to the streets,ANGRY,ANGRY
1095,"This makes me so happy. Doing it right patriots, doing it right🇺🇸🇺🇸🇺🇸🇺🇸",HAPPY,HAPPY
1096,Yup such bs,DISGUST,DISGUST
1097,Omg! This is disgusting! 🤮🤮🤮,DISGUST,DISGUST
1098,"Jim Jordan Goes BEAST MODE on House Floor, Confronts Dems on Election",ANGRY,ANGRY
1099,Disgusting #Traitor,DISGUST,DISGUST
1100,Love this...😇😇😇🥰👁👁💥💥,ANGRY,HAPPY
1101,So many disgusting Rhinos 😡,DISGUST,DISGUST
1102,I LOVE OUR PRESIDENT ❤️💯🙏🇺🇸,HAPPY,HAPPY
1103,Please be safe! Terrorists want to kill him. They are going to try. Please watch your backs! God bless and keep you all!,FEAR,FEAR
1104,It’s absolutely sickening,DISGUST,DISGUST
1105,Something smells fishy 🤔,DISGUST,DISGUST
1106,wow. watch this video.,SURPRISE,SURPRISE
1107,I love trump.,HAPPY,HAPPY
1108,Wow just wow,SURPRISE,SURPRISE
1109,"Stinky fingers , and Fredo... ? Doesn’t surprise..",DISGUST,DISGUST
1110,Same in the uk but now some of us are planning how to take out those scumbags as we have had enough Some of us have lost everything and have nothing left to loose and are making plans to retaliate.....,ANGRY,ANGRY
1111,Be warned 🇺🇸,FEAR,SURPRISE
1112,Fox - fair & balanced coverage- such bullshit,DISGUST,DISGUST
1113,"Rioters, BLM Antifa burned looted murdered took down monuments, we stood by as they put fear into minds of judges and politicians. Those pols and judges live in neighborhoods and have families & Democrats know it. Then China injects the USA with a virus, closing businesses, taking down our greatest economy killing and scaring PPL and we accepted it, electronic machines rigged, Democrat SOS of numerous states illegally amend laws. Elections stolen, now Republican leaders say they will follow the laws and obey the rules of the institutions, WHY, the other side didnt!",FEAR,FEAR
1114,"Jim Jordan Goes BEAST MODE on House Floor, Confronts Dems on ElectionWell said Jim Jordan",ANGRY,ANGRY
1115,Perfect reflection of those who are asleep and living in fear...🐸🐸😎🐸🐸,FEAR,FEAR
1116,"Sad as I am to say this. Tomorrow is nothing more show boating to make you think they are doing something on your behalf. Don't be suckered in by this. Biden will be seated on the 20 th as president. As far as Georgia's election looks like Republicans might lose that too. If they do lose you can blame McConnell and all the other establishment morons in the Republican party ( ie never trumpers ) for that loss. Lesson to be learned, stop all support of the party. We can get rid of them once and for all and start the Patriot Party and have good representation in d c.",SAD,SAD
1117,Wow! Bombshell. BarryO orchestrated,SURPRISE,SURPRISE
1118,Scum bags are all alike,DISGUST,DISGUST
1119,Freaking mind blowing phone call!,SURPRISE,SURPRISE
1120,So fucken sad!,DISGUST,SAD
1121,"You know what amazes me?The FBI can solve a crime with DNA matches on Christmas day in 12 hours... while all DNA labs are closed...They can wrap up the Vegas shooting in HOURS...Sandy Hook, HOURS...But can't identify the Antifa thugs posing as patriots... that attacked the capital building?We the people had them identified within 4 hours... That's how you know this was a false flag staged by the democrats.",SURPRISE,SURPRISE
1122,I am livid‼️‼️😡😡,ANGRY,ANGRY
1123,BREAKING NEWS:OMG:Joe Biden will nominate Merrick Garland as attorney general,SURPRISE,SURPRISE
1124,"""They're not going to take this White House, we're gonna fight like Hell."" -President Trump (1/4/2021)",ANGRY,ANGRY
1125,What a fuckin douche bag,SURPRISE,DISGUST
1126,WOW!!!Swipe picture left for link to full thread,SURPRISE,HAPPY
1127,It’s all fake.,DISGUST,DISGUST
1128,HIGH. ENERGY. Based older lady Patriot at Trump rally today,ANGRY,ANGRY
1129,"If you are a Christian or if you're not there yet, but you're a Die Hard American Patriot, you ABSOLUTELY have to watch what the lady has to say.Because she lays it all out on the line about what COVID19 and the Globalist banking System have in common.And the Global shut down of NON ESSENTIAL BUSINESS' ( NOTICE NO ONE HAS STARVED TO DEATH YET IN WESTERN COUNTRIES )...Many of US here and elsewhere have said its about us to become compliant and the next step is to turn us into SHEEP and then SLAVES, MS. Fitts Touches on all of this.The Vaccines are a way of getting us to be ready and willing to be Chipped so we will all have a Global I.D and be issued a living wage, she actually calls it The Mark of The Beast in the beginning...She further goes on to say the GLOBALIST are afraid of the masses especially AMERICA BECAUSE WE HAVE GUNS.And she said the Democrats first order of Business is to try and DISARM AMERICA.CHRISTIANS WE WERE RIGHT, CHRIST WARNED US, AND HERE WE ARE.",FEAR,FEAR
1130,"Can you blame Americans. They was told it be solved in court. Every court trump legal team , told them there no evidence with out look at what lawyers Had. I said Americans are fed up. They for year see democrats corrupt. And what democrat have done to city. And fox sound bite is bull shit saying is isn’t America . Well what court done to trump lawyers isn’t America nether. It something that dictatorship country do. I told you I fear it going to get ugly. And this isn’t the end, until all democrats big city recounted and voting machines chine will it end",FEAR,FEAR
1131,bait in riot,ANGRY,ANGRY
1132,Wow all of a sudden my internet is posting it error.,SURPRISE,SURPRISE
1133,"Leftists inciting violent revolution, while condemning any resemblance of it on the Right.",ANGRY,ANGRY
1134,Wow 😳,SURPRISE,SURPRISE
1135,#StaySafePatriots #StopTheSteal #Trump2020 #PanicInDC #BeArmed #2A,FEAR,FEAR
1136,"This is bad and sad 😔 because of that bastard Mike Pence #mikepence Someone will die <a href=""/profile/Simonlaur76/posts"" class=""at"">@Simonlaur76</a> <a href=""/profile/CommunistsDeserveToDie/posts"" class=""at"">@CommunistsDeserveToDie</a> 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",SAD,SAD
1137,Ohhh wow 🤯,SURPRISE,SURPRISE
1138,"Please listen to this broadcast Taking the Step of Faith on the Oneplace app! If you’ve ever taken a  step of faith, only to wonder if you had done the right thing, you’re in good company. Abraham had that same concern. Today, Dr. David Jeremiah shares how it’s often in those moments of doubt and second-guessing that God comes alongside with reassurance and encouragement.  Download the app from the App Store:",FEAR,SURPRISE
1139,"“Hope has two beautiful daughters; their names are Anger and Courage. Anger at the way things are, and Courage to see that they do not remain as they are.”~Augustine of Hippo",ANGRY,ANGRY
1140,"Absolute tragedy, if the media was not bought and paid for by the democrats, and likely the Chinese, this would have been overturned 30 days ago",HAPPY,SAD
1141,Poor baby. Needs his nappy changed.,SAD,SAD
1142,"#7 TOP STORY ON CGN Videos: Patriots Breach Security at Capitol Building, Furious Over Pence’s Betrayal",ANGRY,ANGRY
1143,Then there’s Raffensberger’s brother… so much filth.,DISGUST,DISGUST
1144,SURPRISE,SURPRISE,SURPRISE
1145,McConnell says he'sworried about hurting our system of voting. He done more damage by not seeing this through to find out if the fraud is real as we know it is. By not looking hes asking for more trouble.,FEAR,FEAR
1146,"🇺🇸🔥Pray for POTUS!!🔥🇺🇸I see only good in God removing his faith in men, but mercy, it’s painful. 💔",SAD,SAD
1147,These people are stupid. They pull the same shit. Again. Gitmo is gonna fill up!,DISGUST,DISGUST
1148,Love it!!,HAPPY,HAPPY
1149,Antifa fraud in election Biden is scared shitty he will never be out in public,FEAR,FEAR
1150,GEORGIA GOES FULL BLOWN FASCIST,ANGRY,ANGRY
1151,Abortion still leading cause of death despite tragic year of loss due to COVID-19,SAD,SAD
1152,Time for this angry elf to go back to the North Pole.,ANGRY,ANGRY
1153,But they called it? Too fucking familiar!!!!😡😡😡,DISGUST,DISGUST
1154,BREAKING NEWS:Chuck Todd of NBC News is reporting that Mike Pence is currently engaging in discussions with the Senate re: invoking the 25th Amendment.,SURPRISE,SURPRISE
1155,"LEFTISTS AND TRAITORS CHANGE TACK: LEAK HEAVILY EDITED TAPES, CALL FOR TRUMP'S IMPEACHMENT – WHAT DO THEY FEAR?",FEAR,FEAR
1156,F.A.F.O OUT NOW AND SO FAR ITS LOOKING LIKE ITS ABOUT TO GO NUNBER 1!!! 15K VIEWS IN 24 HOURS... EVEN AFTER BEING CENSORED!!!!! THEY CAN'T STOP THE LOZA MOVEMENT!!!!! IMA KEEP SPREADING THE POWERFUL MESSAGE!!!!!!!,FEAR,FEAR
1157,MSM TV IS BS TV,DISGUST,DISGUST
1158,Thank you!,HAPPY,HAPPY
1159,How interesting? Look at the circled viewers ? Both videos were posted simultaneously? 🙄🙄,SURPRISE,SURPRISE
1160,"I never lack Faith in God, God never let's me down.Sadly mankind sometimes let us down.",SAD,SAD
1161,Fight!!!,ANGRY,ANGRY
1162,So good!,HAPPY,HAPPY
1163,BREAKING NEWS,SURPRISE,SURPRISE
1164,"If you're in DC today, march angry and shout loud!",ANGRY,ANGRY
1165,The media in our nation are liars deceivers soothsayers and dream weavers. They are stinky stinking stink sters and are done.,DISGUST,DISGUST
1166,"Halperin is a shit clown <a href=""/profile/newsmaxtv/posts"" class=""at"">@newsmaxtv</a> . That clown must truly live in a bubble. Disgraceful",DISGUST,DISGUST
1167,Trump warning the left again about the storm...,FEAR,FEAR
1168,"I am totally disgusted by this! Echo if you are too and follow <a href=""/profile/WeloveDonaldTrumpusa/posts"" class=""at""><a href=""/profile/WeloveDonaldTrumpusa/posts"" class=""at"">@WeloveDonaldTrumpusa</a></a",DISGUST,DISGUST
1169,Always! 👍 ❤️ 🇺🇸,HAPPY,HAPPY
1170,"Remember when I told you all to be prepared? It's here. They're gonna come for our guns soon if they succeed to remove Trump. Censorship is here, and soon they're gonna come for conservatives after they blame all of this on us.",FEAR,FEAR
1171,Kamalamala is nothing but a scummy whore.,DISGUST,DISGUST
1172,"Breaking News: National Guard, FBI Deployed to Capitol – See How They Reacted",SURPRISE,SURPRISE
1173,BREAKING: Patriots Are INSIDE NANCY PELOSI'S OFFICE — Emails Open on Screen,SURPRISE,SURPRISE
1174,If you think this country isn't already at war then I feel sorry for you when the time comes that you do see it because by then it will be too late!!!🤔😔🙏TRUMP #trump2020 #maga #kag #patriot #Godscountry #americafirst #wakeupamerica #unitedwestand #freedom #truth #democratsaredestroyingamerica #savethechildren #POTUS #walkaway #blexit #lexit #wethepeople #conservative #2A #womenfortrump #election2020 #alllivesmatter #alllivesmatter #transparency2020 #parler #Trumptrain #thegreatawakening #wwg1wga #doyourownresearch #factsnotfeelings #election2020 #stopthesteal #inGodwetrust #jesusmatters #factsnotfeelings #parentsstandup #TRUMPsupporters #usa #deplorable #fightback #holdtheline #makeamericapatrioticagain #strengthinnumbers,SAD,SAD
1175,Tune in the my are at the capitol storming it now,ANGRY,ANGRY
1176,They fooked 💥💥,FEAR,FEAR
1177,"This angle shows the woman shot inside the capitol building and dropping to the floor, sadly she has since succumb to her injuries and died.",SAD,SAD
1178,This is a warning from deep state. Some crazy shit gonna happen tomorrow...crazier than ever.,FEAR,FEAR
1179,More proof these two were Antifa at the capital building:,HAPPY,ANGRY
1180,"Shout Trump, Trump as you beat the back.",ANGRY,ANGRY
1181,"Part 1Let’s play a game of connect the dots/who got played?DC Cops/Mayor conspire to let Trump supporters follow Antifa into Capital building.Media outraged at bad evil Trump and “violent” Trump supporters. Big tech so outraged, they claim moral authority to block Trump from communication on any platform they control.Ostracize all Trump supporters from general public. Sound familiar?!?!?!What if Trump played them even harder?......go to part 2",ANGRY,ANGRY
1182,"** Correction on this post: She was not 16 years old, I thought 16 years veteran. Turns out she was a 14 year Veteran. Sad day....",HAPPY,SAD
1183,"When the former “blue lives matter” crowd turns and attacks cops, they still get treated 10x better than BLM protesters walking down the street",ANGRY,ANGRY
1184,Deep State Filth.,DISGUST,DISGUST
1185,Yuck,DISGUST,DISGUST
1186,"“My grace is all you need, for my power is greatest when you are weak.” I am most happy, then, to be proud of my weaknesses, in order to feel the protection of Christ's power over me. 2 Corinthians 12:9 | GNT",HAPPY,HAPPY
1187,"@newtgingrich begged <a href=""/profile/senatemajldr/posts"" class=""at"">@senatemajldr</a> to send a clean bill for the $2,000 payments to the American people because he believed failure to do so would impact the GA race. After all, it's his state so he knows the politics there better than most. He was right & this will cost the GOP.",FEAR,FEAR
1188,Prayers for these children 🙏,SAD,SAD
1189,It is our greatest fear that the cowards around the President will not carry out his orders.Fight for Trump and our country!,FEAR,FEAR
1190,"Florida Gov. Ron DeSantis:""I can tell you as this pandemic has worn on, the number of times someone has come up to me with tears in their eyes saying, 'if it wasn’t for you my kid would not be in school and I would not have my job, thank you.' That is why I’m in this job.""",SAD,SAD
1191,Breaking News,SURPRISE,SURPRISE
1192,"""HEBREW, ... ... ""NEGRO, RIGHT NOW, YOU ARE AGAIN, THESE DECEITFUL JEW)(ISH), USEFUL IDIOTS, AS DEPENDED UPON, FOR YOUR CONTROLLED LIKE A JEWS ROBOT EMOTIONALLY N MOREN WITH YOU, I/WE ARE MOST DISAPPOINTED N BEYONDTAKE THAT TO HEART N SOUL, AS INTENDED"" *922""BAHRUKH"" *77777",DISGUST,DISGUST
1193,Obama working with italy and EU leader Must listen. Mindblowing Intel,SURPRISE,SURPRISE
1194,Every chance we get we will be doing this and taking joy in it.,HAPPY,HAPPY
1195,Exactly! Sadly it’s playing out as planned.,SAD,SAD
1196,"This means FUCKING WAR, Antifa BLM can Riots,Steal,Loot,Burn down buildings and kill whoever they wish, But Trump gets Screwed out of Presedency and we cant Sipport him, YIU FUCKING DEMOCRATS ARE NEARING YOUR LAST BREATH.",ANGRY,ANGRY
1197,LOVE THIS!,HAPPY,HAPPY
1198,Hopefully they go to jail over it .Sad that young child was killed it's not right. She was unarmed why did the cops use deadly force on her.,SAD,SAD
1199,THERE IS THE BITCH THAT SHOULD HAVE BEEN SHOT INSTEAD OF A YOUNG GIRL. DISGUSTING BITCH,DISGUST,DISGUST
1200,Just follow your noseIt will lead you to a foul smell of rotting fishNANCI PELOSI CANT COVER THAT FOWL SMELL NO MATTER HOW MANY HAIR APPOINTMENTS !!!,DISGUST,DISGUST
1201,"The Democrats control the media, high tech, Hollywood, the entertainment industry, academia, Supreme Court, the Executive Branch and now Congress. Sadly, our side did not organize and employ aggressive guerrilla ware fare tactics as our opponents did.",SAD,SAD
1202,We love our President Trump!!,HAPPY,HAPPY
1203,"Love the retort. Good example of the how the media uses terms like ""battle"" to exaggerate stories and instill fear to generate clicks. Journalism is dead.",FEAR,FEAR
1204,Brian Kilmeade you are another cowardly human being! You have disappointed me I thought you had backbone!! All you Republicans running away from Trump are doing so only to keep your own asses in government! You all disgust me to no end!!! I will NEVER vote Republican again! You bunch of cowards!! I am not the only Republican that feels this way!! Wanted to save your jobs? You may be out sooner than you think!! Cowards!!,DISGUST,DISGUST
1205,Corrupt cops against Trump supporters gathering in DC. This is disgusting 🤨,DISGUST,DISGUST
1206,"THE PROPER VENUE FOR THISCORRUPT DEMOCRAT VOTER FRAUD TOBE ADDRESSED WAS - THE SCOTUS....!But,Chief Justice Of The Supreme Court - roberts,THE VERY TOP JUDGE IN AMERICA,because of HIS FEAR of RIOTSby George Soros FUNDEDBLM,HAS DECIDED TO ABANDONED HIS RESPONSIBILITIES, AND HIS DUTIES UNDER THE CONSTITUTION.....!Chief Justice Roberts NEEDS TO RESIGN ON THE BASIS OF THIS.ALAS HE IS BEING BLACKMAILEDSEX WITH A CHILD,AND THEN KILLING THE CHILD,ALL ON FILMTHAT IS WHAT IS GUIDING HIS ACTIONS.....!#trump #maga #donaldtrump #usa #republican #conservative #america #covid #politics #kag #coronavirus #memes #makeamericagreatagain #trumptrain #biden #keepamericagreat #qanon #election #blacklivesmatter #wwg #joebiden #democrats #trumpsupporters #trumpmemes #vote #wga #democrat #blm",FEAR,FEAR
1207,AMERICAN PATRIOTS!!!LISTEN UP HERE IS THE COMMUNIST SCARE TACTIC THAT ILLEGITIMATE PEDO JOE OR HIS KAMEL TOE WILL GET ON THEIR KNEES AND SUBMIT TO THIS COMMUNIST SCUMBAG!!!LET HIM SEND HIS SOLDIERS FROM THE BOARDERS OF OUR COUNTRY!!!AS A JAPANESE GENERAL WAS ONCE ASKED WHY JAPAN NEVER INVADED AMERICA HIS ANSWER WAS YOU PEOPLE HAVE GUNS!!!WE WILL NEVER BE A COMMUNIST COUNTRY!!!THEY MAY TRY!THEY WILL LOSE!FACTDO NOT UNDERESTIMATE THE AMERICAN PATRIOTS,FEAR,FEAR
1208,Cheaters always cheat,DISGUST,DISGUST
1209,"Amen, this is war!",ANGRY,ANGRY
1210,US Capital is on Lockdown,FEAR,FEAR
1211,This is such bs!,DISGUST,DISGUST
1212,#Fight,ANGRY,ANGRY
1213,"Again, I have no idea what I'd do without my mother.",ANGRY,SAD
1214,Wowzer!!!!!,SURPRISE,SURPRISE
1215,"After everything I have witnessed today as reported by mainstream media the statements on the capital building floor by our so-called leaders.... Plus, everything I've seen around this country for the past four years. For the first time in my life I am actually afraid of our government.",FEAR,FEAR
1216,Must ListenKraken is starting to get Unleashed...Download the entire Audiorecording #JoeBidenCheated #ObamaCheated4Biden,ANGRY,ANGRY
1217,This Is Why The New Mutant COVID Strain That Is Ravaging South Africa Has Scientists Extremely Worried... | ZeroHedge,FEAR,FEAR
1218,This is f-----g despicable. This b---h cheated and is still being allowed near our votes.,DISGUST,DISGUST
1219,Stupid,DISGUST,DISGUST
1220,Stand up and take back our country. Speak up and get rid of your stupid mask!,ANGRY,SAD
1221,Consider it a badge of honor. They are afraid of you! Well done!,FEAR,FEAR
1222,2021: Work Harder than you ever have in your entire life.6 months - 3 films - 1 goalLet’s Get it!#besthorrorfilmever #redgatefilm #jesuschristsuperstar2020 #2020Films,FEAR,FEAR
1223,BREAKING NEWS #electionintegrity,SURPRISE,SURPRISE
1224,"But let all who take refuge in you be glad; let them ever sing for joy. Spread your protection over them, that those who love your name may rejoice in you. Surely, Lord , you bless the righteous; you surround them with your favor as with a shield.Psalms 5:11-12",HAPPY,HAPPY
1225,God bless #TedCruz. His rationale is beyond question. Anyone who objects to an impartial tribunal to spend 10 days reviewing the claims of voter fraud and make a final determination on whether fraud occurred is engaged in perpetuating an illegitimate election. Why would they possibly object other than fear their fraud and treason will be unmasked?,FEAR,FEAR
1226,Wowza...,SURPRISE,SURPRISE
1227,RIP Soldier,SAD,SAD
1228,BREAKING EXCLUSIVE: Evidence China Was Colluding with the Bidens and Providing Information on How to Defeat President Trump in the 2020 ElectionSlowly they find more stuff and Hunter Biden’s laptop. There must be a ton of stuff in that thing that will take time to figure out all of it.,SURPRISE,SURPRISE
1229,"Hey JD, tell me about it our prime minister <a href=""/profile/RealBorisJohnson/posts"" class=""at"">@RealBorisJohnson</a> is a first class fuckin asshole....there is no need for this.... Its fuckin insane....I'm raging about it 😡 😡😡",ANGRY,ANGRY
1230,Cheaters will always cheat,DISGUST,DISGUST
1231,Congress is saying we're going to go back to the business of governing this nation. What a fucking joke.,HAPPY,DISGUST
1232,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,SAD,SAD
1233,Please dig in and fight,DISGUST,ANGRY
1234,HUGE BREAKING! PA Senate Sends Letter To US Congress…Asks For Delay Of Electoral College Certification,SURPRISE,SURPRISE
1235,This is terrifying!!,FEAR,FEAR
1236,No. That person is antifa,ANGRY,ANGRY
1237,🙌🙌🙌,HAPPY,HAPPY
1238,This is great,HAPPY,HAPPY
1239,Shocking🤦‍♀️,SURPRISE,SURPRISE
1240,& Sweet,HAPPY,HAPPY
1241,"TODAY, THANK GOD",HAPPY,HAPPY
1242,This was Antifa! No doubt.,ANGRY,ANGRY
1243,Nice,HAPPY,HAPPY
1244,13/ Those photos ended up on the internet & the operatives involved in Italy started panicking. They had the person who did the uploading arrested for 'safekeeping' & another put under house arrest. They are being accused of hacking for other reasons.🔻 Italian police arrest two over hacking at defence group Leonardo,FEAR,FEAR
1245,This is pure evil!,DISGUST,DISGUST
1246,Shoot and killed at least one women! Fucking sickening,DISGUST,DISGUST
1247,Glad to echo this!,HAPPY,HAPPY
