,text,subjectivity,polarity
1061,Eyewitness describes how shooting unfolded… – CITIZEN FREE PRESS,NEUTRAL,
1062,Not surprised!! - key to their voter fraud success. Georgia is a disgrace!,OPINIONATED,NEGATIVE
1063,"Lyle BrysonThe Foundations of Free GovernmentWe hold these truths to be self-evident, that all men are created equal, that ...",NEUTRAL,
1064,At this point this country is a shit show so how much worse could it get?,OPINIONATED,NEGATIVE
1065,Im Praying for mercy and wisdom!! AMEN,NEUTRAL,
1066,The fucking search on this app is broken,OPINIONATED,NEGATIVE
1067,This story is going viral. I have now seen it from multiple sources.,NEUTRAL,
1068,Echo all night. This is amazing!,OPINIONATED,POSITIVE
1069,That is why I will remain Confederate,NEUTRAL,
1070,"🇺🇲⭐⭐⭐ echo 🚨🚨🚨THESE PEOPLE ARE NOT TRUMP SUPPORTERS. ALL HANDS ON DECK, ANONS LETS FIND THEM ANDNEXPOSE THEM. 🚨🚨🚨 echo",NEUTRAL,
1071,ANTIFA/BLMWELL THIS IS INTERESTING IF TRUE.And it wouldn’t surprise me at all if it was.Swipe picture left.Thanks to the person who brought this to my attention.,NEUTRAL,
1072,Today feels like a bad hangover,OPINIONATED,NEGATIVE
1073,This makes me so happy,OPINIONATED,POSITIVE
1074,This picture of the Trump supporters in Washington is AMAZING!,OPINIONATED,POSITIVE
1075,Patriot !! Thank you,OPINIONATED,POSITIVE
1076,Absolutely !,OPINIONATED,POSITIVE
1077,Amen 🙏🏻,NEUTRAL,
1078,Breaking: Trump ratchets up pressure on Pence to reject Biden electors during congressional session | Just The News,NEUTRAL,
1079,Wow! They will blame the “Trumpsters”,NEUTRAL,
1080,Hearing this man gives me hope and warms my heart. ❤️,OPINIONATED,POSITIVE
1081,"This morning, I joined Fox News to discuss my fight for election integrity. Watch the full interview below. #AZ05",NEUTRAL,
1082,"WATCH: Georgia State Rep. Vernon Jones, says President Trump is NOT leaving and that he has the future of this country in mind.#SaveAmericaEvent #DCRally #DCprotest #TruNews #StopTheSteal #ElectoralVotes #January6th #Trump #Pence",NEUTRAL,
1083,Loud & proud!,OPINIONATED,POSITIVE
1084,Amazing! Bless you Patriots!,OPINIONATED,POSITIVE
1085,"To those who don't know who Alex of the Jungle Jones is go to Google and look up Bohemian Grove and click on images. Alex and his crew took these pictures of their sick satanic sacrifices. He uncovered their dark demonic secret society. He's an investigative journalist, a patriot and friend of Trump. He's not Antifa.Just one of his photos.",NEUTRAL,
1086,Look at cops protecting Antifa,NEUTRAL,
1087,I agree 100% worthless scum,OPINIONATED,NEGATIVE
1088,Every state needs a Stacy!!!,NEUTRAL,
1089,Very true,OPINIONATED,POSITIVE
1090,He damn well better do the right thing ....,NEUTRAL,
1091,Rep. Matt Rosendale (R-MT) to vote against election certification,NEUTRAL,
1092,BREAKING: “We have decided we should proceed tonight at the Capitol once it is cleared for use. Leader Hoyer will be sending out more guidance later today.” — Nancy Pelosi,NEUTRAL,
1093,Snowflake alert:,NEUTRAL,
1094,This is pretty funny,OPINIONATED,POSITIVE
1095,We ❤️ Vernon,NEUTRAL,
1096,"a href=""/profile/HughHewitt/posts"" class=""at"">@HughHewitt</a> You maybe a lot of things but never knew deaf dumb and blind were part of your weaknesses? I am exactly your age and remember the past as u put it. What if 75 million Trumpers stop voting? Clean what up in 4 years? Won’t be anything to clean up! I’m done voting and have all my life! Done! And done listening to pundits! U are lost!",OPINIONATED,NEGATIVE
1097,Yes she was murdered!!!,NEUTRAL,
1098,"TERRIBLE ACTING❗️It seems like a complete psycho...Who’s filming this too? Echo and Follow <a href=""/profile/TrumpNewsNow/posts"" class=""at""><a href=""/profile/TrumpNewsNow/posts"" class=""at"">@TrumpNewsNow</a></a> if you think it was SET-UP❗️",OPINIONATED,NEGATIVE
1099,GA capitol building evacuated but no breach.,NEUTRAL,
1100,I agree Fauci is a demonic peace of cra,NEUTRAL,
1101,Great message!,OPINIONATED,POSITIVE
1102,At The Highest Levels – Part 1 of 3 – Neon Revolt,NEUTRAL,
1103,NEVER FACEBOOK,NEUTRAL,
1104,Whos done with the GOP. -Taint has a new name-,NEUTRAL,
1105,I don't need to think about that suggestion for very long!,NEUTRAL,
1106,"ECHO to every Republican member of Congress. The 12th Amendment presumes the States followed their constitutions and the electors votes that are sent to Congress are lawful and constitutional. If they are not, then the Congress CANNOT count the elector votes as they are not lawful votes.",NEUTRAL,
1107,"Dr. Larry Palevsky, PediatricianFull Testimony Connecticut 2/19/2020",NEUTRAL,
1108,Excellent!!! 👍🏼,OPINIONATED,POSITIVE
1109,Absolutely great first move by Trump and the GOP!!,OPINIONATED,POSITIVE
1110,That's funny.,OPINIONATED,POSITIVE
1111,I totally agree!!,OPINIONATED,POSITIVE
1112,BREAKING: Traitor Mike Pence Certifies Biden’s Election ‘Victory’,NEUTRAL,
1113,Masks don’t work!!!,OPINIONATED,NEGATIVE
1114,"The best thing you can do for America is to pray.We need to pray hard and pray often.Heck, I find myself praying in nearly every breath now.God, we NEED You! ✝️",NEUTRAL,
1115,Such a disgrace 🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️,OPINIONATED,NEGATIVE
1116,What a disgrace....,OPINIONATED,NEGATIVE
1117,That’s awesome,OPINIONATED,POSITIVE
1118,"a href=""/profile/parler/posts"" class=""at"">@parler</a> censors.<a href=""/profile/John/posts"" class=""at"">@John</a> is a liar.This entire effort is like the Republican party; a complete and total failure.",OPINIONATED,NEGATIVE
1119,Tapper is scum in the mightiest sense of the word!,OPINIONATED,NEGATIVE
1120,Powerful,OPINIONATED,POSITIVE
1121,The police (oathbreakers in blue states) has lost the support of the patriots.,OPINIONATED,NEGATIVE
1122,What a bunch of losers...,OPINIONATED,NEGATIVE
1123,"Let's take a short walk down memory lane, shall we?",NEUTRAL,
1124,He's not Worth commenting on.,OPINIONATED,NEGATIVE
1125,"MY GOD, IT'S ALL REALLY HAPPENING RIGHT NOW!! THIS IS AMAZING.",OPINIONATED,POSITIVE
1126,100%! Met him and his wife in person - great people!,OPINIONATED,POSITIVE
1127,Idiots at #abcnews saying Trump supporters at the #capitol are a violent mob. Disgraceful,OPINIONATED,NEGATIVE
1128,Awesome!,OPINIONATED,POSITIVE
1129,"Trump Makes Statement to Capitol Protesters, Calls on Them to ‘Go Home Now’",NEUTRAL,
1130,Franklin Graham: Dems Will Enact &#8216;Wicked Agenda&#8217; if They Win Georgia Senate Runoffs,NEUTRAL,
1131,"A STAKE and a MATCH will cure that ""virus"".",NEUTRAL,
1132,An eyewitness account of the police shooting and killing of an unarmed protester in DC.,NEUTRAL,
1133,"Meanwhile:Here is another lawsuit filed against Gov. Kate Brown for her lawless COVID overreach. “Lindsey Graham, the owner of Glamour Salon in Salem, Oregon, filed suit in federal court on Thursday against Governor Kate Brown (D-Portland), the State of Oregon, and the multitude of state agencies Brown sicced on her. Graham reopened her business in May in defiance of Brown’s coronavirus lockdown orders & soon found herself the target of coordinated harassment by the state.Brown declared a state of emergency in March in the face of the CCP coronavirus pandemic & ordered all non-essential businesses, churches, and schools closed.In an interview with PJ Media, Graham discussed the reason for her lawsuit. ‘I can’t back down now,’ she said. ‘I’ve had so many donations to the foundation & I wanted to show others that we need to stand up & fight back. Hopefully this gives other people the courage and bravery to stand up against these orders.”#projectfightback #fightbackoregon",NEUTRAL,
1134,Ferrari F430#Ferrari #F430 #SuperCar #SportCar #Luxury #car #cars #auto #automobile #Canada #CarsAndCars #carsforsale,NEUTRAL,
1135,AMEN TO THAT,NEUTRAL,
1136,Please patriots in DC stay safe. They’re saying there’s Antifa activity all around. Stay safe and get off the streets!! America needs our Patriots!!!,NEUTRAL,
1137,I’m not sure we have free speech or free and fair elections ..so I think maybe some people fee ..it’s a lost cause,OPINIONATED,NEGATIVE
1138,A TRUE WARRIOR!,OPINIONATED,POSITIVE
1139,Absolutely,OPINIONATED,POSITIVE
1140,Our government says 🖕 to WEOUR TURN!!!!!!!,NEUTRAL,
1141,The video on YouTube says it all.,NEUTRAL,
1142,WOW: CPAC's Matt Schlapp Suggests Unarmed 16-Year-Old Trump Supporter May Have 'Deserved' to be Shot Dead By Capitol Police (VIDEO),NEUTRAL,
1143,It’s all fake.,OPINIONATED,NEGATIVE
1144,Imagine that !,NEUTRAL,
1145,They are Patriots🇺🇸🇺🇸,NEUTRAL,
1146,"What we saw:We were standing right beside 3 of the people who initially jumped the fence. They were screaming like lunatics for everyone to move forward. What stood out to us was the security, which was fairly heavy, turned immediately and ran back to the building. For 3 people?We have ALL seen how they handle fence jumpers. They take them DOWN. Not this time though.",NEUTRAL,
1147,let's make this go viral by tomorrow,NEUTRAL,
1148,Sickening,OPINIONATED,NEGATIVE
1149,"What a QUINKY DINK !?The DemoCRAPS live, eat and STINK of CORRUPTION ! ECHO !",NEUTRAL,
1150,Just In: President Trump Responds To VP Mike Pence’s Letter,NEUTRAL,
1151,TIME TO FIGHT BACK TO SAVE AMERICA FROM ALL OF THE CORRUPT LEFTWING LUNATICS AND RINO TRAITORS !!,NEUTRAL,
1152,Lin Wood isn’t reliable.,OPINIONATED,NEGATIVE
1153,"I really hate to say this, but this is all starting to sound like a lot of b.s.. Two months of hearing empty threats of all this supposed evidence and here we are.... nothing!",OPINIONATED,NEGATIVE
1154,Awesome find,OPINIONATED,POSITIVE
1155,Congress has reconvened and our LIVE coverage is back online.WATCH NOW:,NEUTRAL,
1156,Don't forget that the Biden campaign provided bail funds for violent Antifa terrorist.,NEUTRAL,
1157,You know what? I didn’t notice..... I can’t believe how rotten these people are. He might as well invoke martial law and sort this crap out. How much worse can it be than what were going through now? I might be misspeaking but damn - this is hideous.,OPINIONATED,NEGATIVE
1158,"This loss can only be blamed on the Republicans. Everyone knew what The Dems were doing. Ronna needs to go, she’s to nice.Time to stand up and fight fire with fire for the good of our country",NEUTRAL,
1159,Patriot girl shot.,NEUTRAL,
1160,His days are numbered.💩💩💩,NEUTRAL,
1161,Well...McConnell and Schumer are eloquently denouncing the importance of a fair election.,NEUTRAL,
1162,Not good,OPINIONATED,NEGATIVE
1163,This censorship by Facebook shows how screwed up their censors are. Fact checking this cartoon as false information is ridiculous.,OPINIONATED,NEGATIVE
1164,hahahahahaaha loser,NEUTRAL,
1165,PRENCE IS A TRAITOR!! 👇Pence says he lacks authority to throw out Electoral College votes,OPINIONATED,NEGATIVE
1166,Awesome Thank you,OPINIONATED,POSITIVE
1167,Ditto....,NEUTRAL,
1168,Worth the time,OPINIONATED,POSITIVE
1169,Obama with Ministry of Italy plotted against our election! Listen!!! Full recording!,NEUTRAL,
1170,#nancypelosi either has her mask on too tight or simply has officially lost her mind. 🥴,OPINIONATED,NEGATIVE
1171,We are fighting in the streets people.💪🇺🇸🇺🇸🇺🇸 tomorrow is going to be come to wreakoning💪🇺🇸🇺🇸,NEUTRAL,
1172,Thousands have flocked to DC to support President Trump. Echo this post if you have any objections to the election results.#democratsarecorrupt,NEUTRAL,
1173,So VERY true. Look at them.,OPINIONATED,POSITIVE
1174,Absolutely.,OPINIONATED,POSITIVE
1175,Love this!’,OPINIONATED,POSITIVE
1176,Good to see you on here!! FB banned me permanently. I’m Natalie 😊💜,NEUTRAL,
1177,This is incredible!! #1776worldwide,OPINIONATED,POSITIVE
1178,Absolutely amazing.......AGAIN,OPINIONATED,POSITIVE
1179,That's just funny,OPINIONATED,POSITIVE
1180,This is NOT an empty threat its the truth when Trump leaves office as he can go for marshall law and declare it then we can all kiss our sorry asses goodbye as yesterday the left already called on twitter to shoot all Trump supporters!!!!,NEUTRAL,
1181,INCREDIBLE!!!! ECHO - ECHO - ECHO. PLEASE listen to this audio testimony. It is LONG but PACKED with information thatMUST be made public. Once this gets out it should change everything. There will be NO ONE on the fence after this information explodes.,NEUTRAL,
1182,Simple yet brilliant,OPINIONATED,POSITIVE
1183,It’s not mentally healthy to imagine that “winner takes all” democracy can properly service a nation where a clean 50/50 ideological split between its citizens anymore. Such a waste of human life and potential for so little reward and accomplishment. Maybe a irreconcilable one,OPINIONATED,NEGATIVE
1184,PATRIOTS,NEUTRAL,
1185,Horrible,OPINIONATED,NEGATIVE
1186,Amen!! Amen only!!,NEUTRAL,
1187,@RebelRising2020 said it best over on Twatter ...,NEUTRAL,
1188,PROUD TO BE AN AMERIKKKAN!,OPINIONATED,POSITIVE
1189,"So true, especially today.",OPINIONATED,POSITIVE
1190,THIS IS BEAUTIFUL,OPINIONATED,POSITIVE
1191,A fantastic governor!,OPINIONATED,POSITIVE
1192,So your devout Christianity wasn’t enough to do the right thing? Coward.,OPINIONATED,NEGATIVE
1193,"We have a constitutional right to carry a firearm. We won’t allow you to prevent us from carrying them. FYI, the hundreds of thousands of patriots in DC right now have more firearms on them than all of law enforcement and military in DC. You do know that, right?! 🇺🇸",NEUTRAL,
1194,#CaliWentRed,NEUTRAL,
1195,Breaking,NEUTRAL,
1196,"Bottom line folks. The people sitting in DC offices are just tools of the real problem and violent actions are not going to help. The real problem are big tech, social media and the old fashioned media. If you're going to have a rally it needs to be in front of these places. Good old fashioned peaceful resistance. Sitins, Marching on the streets in front of their buildings. Resist without using violence of any kind. It worked for Dr King, Ghandi and others. It won't be easy and yes the other side will resort to violence and the media will carry their water but eventually society will see the truth. It's never easy",NEUTRAL,
1197,Absolutely disgusting fraud happening in this country. Continue to prep and hide from the commies. It's going to get much worse.,OPINIONATED,NEGATIVE
1198,THIS is NOT the answer!,OPINIONATED,NEGATIVE
1199,POTUS wrecking Big Tech and calling for the removal of Section 230.,OPINIONATED,NEGATIVE
