text,s_palak_label,s_ben_label
😱🤷‍♂️🤷‍♂️😡😡🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 Biden will be president Hang Mike Pence 😡😡😡😡😡,NEUTRAL,NEUTRAL
Idiots at #abcnews saying Trump supporters at the #capitol are a violent mob. Disgraceful,OPINIONATED,OPINIONATED
#5 MOST VIEWED ON CGN EXCLUSIVE: Eyewitness Says “Man in Suit” Killed Capitol Hill Shooting Victim,NEUTRAL,NEUTRAL
It is painfully obvious now that we will never be able to take back Washington with a fair election. Our election system will have to be cleaned up on the local and then state level before we can hope to have fair elections on the national level again.,NEUTRAL,OPINIONATED
"a href=""/profile/IvankaTrump/posts"" class=""at"">@IvankaTrump</a> I'm sorry, on behalf of the idiots who did things to OUR White House.",OPINIONATED,NEUTRAL
"At this point, I think very fe have any faith left in Congress or what they consider fair. The system is completely broken. Rome 2.0",OPINIONATED,OPINIONATED
Thank you!🙏❤️🇺🇸,OPINIONATED,OPINIONATED
Nice one!,OPINIONATED,OPINIONATED
Like this young man!,OPINIONATED,OPINIONATED
THIS IS INSANE!!!!!!,NEUTRAL,NEUTRAL
Et pourtant elle aime pas les délateurs la grognasse.#parlerfrance,NEUTRAL,NEUTRAL
IMPORTANT IMPORTANT IMPORTANT!,OPINIONATED,OPINIONATED
"Twitter ()Sidney Powell 🇺🇸⭐️⭐️⭐️ #KrakenPence is a coward, a fraud, and worse",OPINIONATED,OPINIONATED
Than the steal happened in Richmond county Augusta . The machines were down,OPINIONATED,OPINIONATED
"🇺🇲⭐⭐⭐ echo 🚨🚨🚨THESE PEOPLE ARE NOT TRUMP SUPPORTERS. ALL HANDS ON DECK, ANONS LETS FIND THEM ANDNEXPOSE THEM. 🚨🚨🚨 echo",NEUTRAL,NEUTRAL
So it's obvious that Antifa was hired to storm the capitol building.,NEUTRAL,OPINIONATED
Beautiful God Bless these American Patriots,OPINIONATED,OPINIONATED
She is so right ✊,OPINIONATED,OPINIONATED
Worth a listen,OPINIONATED,OPINIONATED
The steal is very well in play in Georgia again.,OPINIONATED,OPINIONATED
It's hard.,OPINIONATED,OPINIONATED
“We will win!”Story....👇👇👇,OPINIONATED,OPINIONATED
This is the Precipice....If the GOP had won these seats they could have been satisfied with that and not stood up for Trump. Now they either support him or they are wiped out as well.,OPINIONATED,OPINIONATED
So funny! 😂,OPINIONATED,OPINIONATED
"a href=""/profile/YOUGUYSLOST/posts"" class=""at"">@YOUGUYSLOST</a> a very stupid liberal troll",OPINIONATED,OPINIONATED
"Facebook Deletes 1.9 Million Member Group ‘Joe Biden Is Not My President!’ For The SECOND TIME After Leftist Radicals Report The Group To Facebook <a href=""/profile/thescoop/posts"" class=""at"">@thescoop</a",OPINIONATED,OPINIONATED
hello! glad to see you here.,OPINIONATED,OPINIONATED
People need to understand how this will play out. This is a good way to understand it.,OPINIONATED,OPINIONATED
Awesome,OPINIONATED,OPINIONATED
Burn it down burn it down burn it down Burn It Down,OPINIONATED,NEUTRAL
LOVE THIS ONE,OPINIONATED,OPINIONATED
Agree 100%,OPINIONATED,OPINIONATED
Great letter Ted!! Thank you so much for sharing and for backing our President Trump!!! God bless you sir! ❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️,OPINIONATED,OPINIONATED
Definitely fall. Too much soy.,OPINIONATED,NEUTRAL
Thank you for sharing the moment with us Judge!,OPINIONATED,OPINIONATED
Welcome to Bidens America!,OPINIONATED,OPINIONATED
محد يستاهلني صدق,NEUTRAL,NEUTRAL
I suppose if it comes down to it I will just join some Patriots like Alex Jones and march down that street and get as many of them as I can before they get me. It really has come down to that. I won't live like this. I will be unleashed.,NEUTRAL,NEUTRAL
"And people were pissed off with <a href=""/profile/linwood/posts"" class=""at"">@linwood</a> for pointingout the FUCKING OBVIOUS.THAT IS👉same machinesSame assholes running the machinesSame fucking illegal rulesSAME FUCKING RESULTSI GUESS REPUBLICANS have the :Insanity Disease."".‼👉👉 Doing the same fucking thing over and over again and expecting a different result🥺😅😅😅😅‼",NEUTRAL,OPINIONATED
Storming the capital? Well guess what? y’all still don’t have enough votes to win. #fuckingcrybabies #magaterrorists,OPINIONATED,OPINIONATED
What a disgrace....,OPINIONATED,OPINIONATED
How’s everybody’s popcorn? Lazy cowards!,OPINIONATED,OPINIONATED
I’m not sure we have free speech or free and fair elections ..so I think maybe some people fee ..it’s a lost cause,OPINIONATED,OPINIONATED
Is it just me or anyone else JUST PLAIN fed up with watching any news,OPINIONATED,OPINIONATED
Beautiful American Spirit!! TRUMP Won!! 🇺🇸🦅,OPINIONATED,OPINIONATED
"Trump’s going to destroy his support among those that love the Constitution, the Founding, and our laws. Trumps’s attack on Pence is grotesque, after 4 years of complete and total loyalty. Pathetic.",OPINIONATED,OPINIONATED
Beautiful!,OPINIONATED,OPINIONATED
"Echo if you agree that this is how many Republican Senators are left......Senators who voted to object to the Electoral College vote:Sen. Josh Hawley (R-MO), Sen. Ted Cruz (R-TX), Sen. Tommy Tuberville (R-AL) Sen. Cindy Hyde-Smith (R-MS), Sen. John Kennedy (R-LA) and Sen. Roger Marshall (R-KS).",NEUTRAL,OPINIONATED
"Report: President Trump Told Pence's Chief of Staff He Was ""Not Welcome"" at the White House Today <a href=""/profile/GatewayPundit/posts"" class=""at"">@GatewayPundit</a",OPINIONATED,OPINIONATED
We shall see,OPINIONATED,OPINIONATED
"Apple, just as bad as Gaggle, Twatter, and FakeSpookAssholes",OPINIONATED,OPINIONATED
"If is not <a href=""/profile/linwood/posts"" class=""at"">@linwood</a> releasing this info, it looks the President went to sleep.",OPINIONATED,OPINIONATED
That is awesome! Wish I could be there!!,OPINIONATED,OPINIONATED
SWAT arrives,NEUTRAL,NEUTRAL
"The case for secession:1) we are already two counties pitted against one another. Sharing one government and one currency. But we have completely different beliefs in how we should be governed. We believe in God, in hard work, in capitalism. We believe in freedom and making our own decisions. We hate censorship. We are skeptical of government experts. We think guns make us safer, a joke doesn’t hurt anyone, our heritage is sacred, america is the best country ever. They believe we’re all racist white supremacists and that everyone should be dependent on government handouts and be told what to do by experts, down to if they should leave the house. They think God is fake but climate change is real. They think Covid is the great plague. And Donald Trump is Hitler. We should divide into the United States of America, us. Because they hate the USA anyway. And they can be Shitholelandia.",NEUTRAL,NEUTRAL
Thank you so much Lin Wood! I love hearing the truth and thank you for the encouragement! 80 million plus patriots need it right now! God bless you!,OPINIONATED,OPINIONATED
We’re surviving on instant noodles in our hotel room thanks to an amazing supporter and patriot who we also have to thank for allowing us to stay in the extra room he reserved. 🥺🙏Planning our next move now.,OPINIONATED,OPINIONATED
Echo in support Biden lost,NEUTRAL,NEUTRAL
PRENCE IS A TRAITOR!! 👇Pence says he lacks authority to throw out Electoral College votes,OPINIONATED,OPINIONATED
Beautiful 💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣,OPINIONATED,OPINIONATED
GOTTA WATCH GOTTA WATCH PATRIOTS!!!!! MAGNIFICENT!!!!,OPINIONATED,OPINIONATED
Ultimate chess player,OPINIONATED,OPINIONATED
GOOD MOVE ALEX - HOPE THEY GOT A LOT,OPINIONATED,OPINIONATED
Georgia needs a laxative Did we expect a fair election of these potential senate seats What happens if congress knocks out Georgia electoral votes on the 6 th It sickens me on the fact that integrity is gone simply gone,OPINIONATED,OPINIONATED
"MLK Jr.’s Niece Blasts Kamala Harris For Plagiarizing Uncle, Says She ‘Has Nothing In Common’ With Him",OPINIONATED,OPINIONATED
Is that hunter biden in drag.,NEUTRAL,OPINIONATED
Trump MUST and WILL win!,OPINIONATED,OPINIONATED
Amen 🙌🏻,NEUTRAL,NEUTRAL
Yes we are ready !! We love Parler and will join,OPINIONATED,OPINIONATED
"This article needs to pick up some speed.How many times do you hear something, before you think there might be something to it?",OPINIONATED,OPINIONATED
"President Donald Trump awarded the Presidential Medal of Freedom to Rep. Devin Nunes (R-Calif.) during a White House ceremony on Jan. 4. The White House said in a statement that Nunes “began to unearth the crime of the century” when, as chairman of the House Intelligence Committee in 2017, he began probing possible misconduct by President Barack Obama’s administration during the 2016 election.Read this article:",NEUTRAL,NEUTRAL
Scum of the earth,OPINIONATED,OPINIONATED
Fuck this CCP traitor mf he is a worthless pos,OPINIONATED,OPINIONATED
Love all you smart patriots. Have learned so much from all of you. Thank you!,OPINIONATED,OPINIONATED
"I'm wondering who breached the capitol...No matter...the truth will be hard to find...If they try to plant biden in office ..we are finished. It will have to be a fight.All of this is horribly wrong, it has to end. It IS fraudIt IS corruptionIt IS an insurrection",OPINIONATED,OPINIONATED
"Really?! Really?! How stupid is this question??!! Only ""woke"" soy boys wear a dress. And I DO NOT consider them men!!!",OPINIONATED,NEUTRAL
Hell yeah! 🇺🇸,NEUTRAL,NEUTRAL
Absolutely the perfect message to sum up today 👏🏻👏🏻👏🏻👏🏻,OPINIONATED,OPINIONATED
Outstanding!!!!🇺🇸💪🏼🤬,OPINIONATED,OPINIONATED
"Take that Raffensperger, Sterling, and Kemp! You are all caught!",OPINIONATED,OPINIONATED
"No dignity, no moral and no soul. This b-word is an absolute disgrace.",OPINIONATED,OPINIONATED
Awesome Thank you,OPINIONATED,OPINIONATED
"Perfect timing, uplifting, I'm hanging on, praying and staying ready for the call.",OPINIONATED,OPINIONATED
You are so right..it will not stop unless we stand up!,OPINIONATED,OPINIONATED
We are blessed because of Patriotic citizens like these Americans!!!! May we always support the one another. God bless the USA 🇺🇸,OPINIONATED,OPINIONATED
Press Release: Votes Switched throughout U.S. Presidential Race – Institute for Good Governance,NEUTRAL,NEUTRAL
Murderers! This is worse than we could ever have imagined!,OPINIONATED,OPINIONATED
Well well well.,OPINIONATED,OPINIONATED
Thank you for showing the world this video,OPINIONATED,OPINIONATED
You can say whatever she wants but you know what she can't make you do it I don't care what she says she's an idiot and she's going down and so is that stupid gender talk,OPINIONATED,OPINIONATED
"Apparently it's 'selfish' to want to see your friends & family, open your business, and earn an honest living to feed yourself and others.But it's not selfish to want to prevent other people from doing so, because YOU are scared.These lockdowns must end. Enough already.",OPINIONATED,NEUTRAL
I guess he hasn’t read the Constitution,OPINIONATED,OPINIONATED
I BOYCOTT ALL THE BIG BOX STORES.,OPINIONATED,OPINIONATED
Military needs to be contacted about those propane tanks and bricks. Contact the military = not the DC police. They seem to be the enemy along with the dirty scum blm antifa fascists. Maybe we need to guard those so nobody gets them out of that cage they are in. Beat the fuck out of anyone who tries,OPINIONATED,NEUTRAL
"Sounds like a rerun, if true nothing happens.",OPINIONATED,OPINIONATED
You hit the nsil on the head...I'm tired of hearing...we'll get them next time,OPINIONATED,OPINIONATED
Good news,OPINIONATED,OPINIONATED
So true stand up now or fall later,OPINIONATED,OPINIONATED
"a href=""/profile/SeanSpicer/posts"" class=""at"">@SeanSpicer</a> I’ve heard the people that got violent are upset that BLM and ANTIFA always get the attention that they demand, but all the questions that have been raised are not being answered. When millions of people asked questions of our representatives and they blow them off, violence is the natural next step. Like it, hate it, complain about how horrible Trump Supporters are, whatever you’d like, but until the questions around the theft of the November 3rd election are answered by our government things will get worse and worse. Domestic Violence hapens when communication breaks down. Most violence is the result of failed communication. That’s how wars are started! At 2PM it became clear that the left and the RINO’s had no intention of answering the questions about the blatant fraud in the election.",OPINIONATED,OPINIONATED
Fantastic!🇺🇸,OPINIONATED,OPINIONATED
"Why is Donald Trump not on Parler yet? Twitter is a disgrace. Pass it on! <a href=""/profile/EricTrump/posts"" class=""at"">@EricTrump</a",OPINIONATED,OPINIONATED
"Things are starting to get interesting so any Republican or Democrat wanting the  @Name Hidden  to concede must really have something to hide. <a href=""/profile/POTUS/posts"" class=""at"">@POTUS</a>, you have millions and millions True Americans that believes in you! #stopthesteai",NEUTRAL,OPINIONATED
David Perdue lost 5000 votes on LIVE TV.,OPINIONATED,OPINIONATED
Smash the faces of the #scum edit shit - drag them into the street and video their demise.\#murderthemedia,OPINIONATED,OPINIONATED
A Terrific Thomas Jefferson Quote about Gun Control,OPINIONATED,OPINIONATED
"I admire you tremendously! Smart, quick witted, and spot on about, well ALL OF IT! LOL! 🤣",OPINIONATED,OPINIONATED
